1697630857# #外媒称浸信会医院遭袭已致至少500人死亡看着真惨。。。
1702744074# #笑cry弯弯真能吹
1703860683# #台湾地区第三场政见发表会，赖清德质疑柯文哲“两岸一家亲”，柯文哲立刻回怼
1703415157# #加沙城民防部队埋葬了数十名身份不明的巴勒斯坦人的尸体
1697720560# #缅甸掸邦北部用一股山泉水洗澡后能治百病的消息一出，每天有数百名附近村民前来抢着用山洪洗澡。一名民众称，9月份，猛诺村一名中风的男子用该山泉水洗澡后，身体痊愈了的消息传开后，每天前来洗澡的人很多。
1694521170# #台湾网红馆长演绎民进党“内心独白”
1697117020# #英国外交大臣詹姆斯·克莱弗利已抵达以色列，他表达了英国政府对以色列声援并上街准备拍宣传照，结果在哈马斯火箭发射警报响起后纷纷跑去掩护区躲藏。。。
1701358406# #台专家：大陆汽车以前到欧洲碰撞测试零分，现在却是满分台湾
1701076500# #台媒体人蔡正元：大陆航母舰载机空警600世界一流台湾福建舰
1695633275# #台湾省的移动贩卖车，你见过没？
1696863744# #钓鱼佬和挖机佬都沉默了
1703841499# #民进党“民代”参选人热舞拉票台湾
1696263145# #德国之声：中国产电动车德国人会买吗？
1699525572# #也门胡塞组织当地时间11月8日晚间发表声明称，在也门海域击落了一架美军MQ-9型无人侦察机。声明并未透露具体时间地点以及击落方式。
1696940428# #到最后陈彩平都没搞清楚到底是哪个老同学允悲允悲允悲
1697542668# #一名巴勒斯坦男子痛哭告别他被以色列军队炸死儿子。以色列巴勒斯坦冲突
1697959772# #67%的美国人认为，加沙医院发生的爆炸是由来自哈马斯导弹偏离航线造成的。。来自哈佛大学民意调查（这很美国）
1703920396# #近日在台湾小学六年级语文课文中，出现一句令人困惑的成语句子：水泄不通的掌声。令学生、家长，就连老师都感到困惑，甚至在授课前都要讨论该如何解释。
1696947636# #法国警方在声援巴勒斯坦的示威中使用催泪瓦斯
1703690612# #韩国人上街支持巴勒斯坦，反对以色列
1696865029# #10月8日西班牙巴塞罗那，两名女子发生争执，旁边男子急忙劝解：不要吵了，让外国人看我们笑话！
1696598849# #腻害
1696580042# #痛宰。。。
1697987982# #喵喵今日蓝波万
1694960707# #德国8万人参加游行，抗议政府的亲北约政策、向乌克兰提供武器。
1697386434# #一名巴勒斯坦孩子告别在以色列对加沙的空袭中丧生的父亲
1703840104# #12月28日，在浙江杭州，有网友发视频称，顾客摸草莓后不买，老板怒斥其“把草莓都弄坏了”。双方争执过程中，老板将保温杯里的水直接泼在了顾客脸上。顾客摸草莓不买遭商家泼水
1703906742# #全网最帅“科目三”。视频来源：银川公安
1696303345# #俩小车小剐蹭引发大堵车，路过小伙怒斥。
1699590600# #好怕怕，柯文哲“警告”大陆战机。。。二哈
1694595941# #街访大陆年轻人知不知道1450什么意思
1703839969# #加沙地带昨晚遭受新一轮轰炸巴以冲突
1703691397# #命大。。。
1702805142# #俄罗斯芭蕾舞团在东北跳科目三，网友：芭蕾舞也逃不过科目三
1693928214# #日本希望海产品出口到台湾，台年轻人：不敢吃。
1697730591# #没有任何言语可以形容一个父亲失去孩子的痛苦！以色列巴勒斯坦冲突
1697647145# #以色列军队轰炸努塞拉特主清真寺，30名巴勒斯坦人身亡，其中许多是儿童。。还有一些事逃离北加沙的家庭在里面避难。巴以冲突已致双方超4900人死亡
1700817238# #印度扬言“赶超中国制造”，台湾大学教授：印度还差得远呢
1694945533# #吉林辽源，女生点校园外卖从碗里吃出地漏，老板称地漏是新的，不小心碰了进去
1697191912# #可劲吹吧
1694596697# #国台办新任发言人亮相台媒：13日，国务院台湾事务办公室举行新闻发布会，新任发言人陈斌华正式面向媒体亮相。国台办新任发言人用闽南语问好
1698066733# #章子怡汪峰我们决定解除婚姻关系他俩结婚我楞了一下，他俩离婚我楞了一下。
1697195152# #以色列国防军告诉联合国：加沙地带北部的所有巴勒斯坦人必须在24小时内撤离——大约110万人。
1696439439# #慢点慢点慢点。遥控器都按冒烟了允悲
1702099393# #帅化民：大陆在战机质量雷达导弹精度大幅进步美军已没优势可言台湾
1696007771# #“南京胖哥”女儿出生患严重心脏病，痛哭求助：她才来这世界十几天，曾因见义勇为被捅数刀，婉拒百万捐款
1697542295# #西班牙马德里举行的支持巴勒斯坦集会
1697978463# #巴勒斯坦儿童殉难前将自己的名字写在身上，以便能够被识别。巴以冲突超5800人死亡
1694880026# #唐湘龙：台湾越早提出统一的方案对台越有利。
1703236679# #台湾地区的畸形地方“选举”民代候选人
1693584799# #英国活动人士斯坦福-克苏西说：“非洲人后裔享有特殊权利，因为他们先于白人来到英国。”她呼吁黑人要求英国人归还他们祖先的土地。她还呼吁争取自我权利-英国黑人的决心和自治的形成。
1694610537# #赖清德称能维持两岸和平，台湾民众：不要相信民进党。
1697030769# #台湾省无家可归的人
1703861103# #猪油时报这几天的头版。继续卖芒果干
1697209358# #女子将超市货架上提子全捏烂10月12日，甘肃天水，一女子在超市捏提子，货架上提子几乎全被捏烂。经理发现了该名女子，大概四五十岁，女子被抓后撒泼耍无赖，最后报警将其带走
1702912631# #台媒：印度20亿向比亚迪采购电动车，比亚迪要求先付款后发货台湾
1694618120# #赖岳谦教授收到了最新的华为mate60Pro。现场拆包的感觉太爽了，羡煞旁人啊！台湾
1697961936# #大爷这脾气，要是遇到个路怒症。。。
1703517159# #美国华盛顿州西雅图市，美国公民袭击了联合广场的圣诞树，还悬挂上了巴勒斯坦国旗，他要求以色列对加沙停火，并一边喊着“圣诞节取消了”。
1701684565# #美“标6+战斧”打不过东风台舰长：美导弹十年内都不是东风对手台湾
1695817253# #美国休斯顿，店员与顾客发生冲突后直接拔枪。
1702634252# #台名嘴榨菜哥：大陆电动车现在世界第一欧美日本都害怕了台湾
1697251965# #台湾自产纳智捷推出电动车n7
1697629796# #台湾省媒体：这次巴以危机跟以往最大的不同，美国和以色列失去了话语权，连西方舆论都已经控制不住
1699458014# #土耳其一男子因为不满当地的汉堡王支持以色列，怒砸门店玻璃。巴以冲突
1694234421# #《润人的奢华生活》
1697121172# #遭受地毯式轰炸的加沙地带现状
1701871474# #江南造船发布全球最大核动力集装箱船船型设计赖岳谦：遥遥领先台湾
1695994788# #台独绿蛙把中秋节改“台秋节”
1703844458# #中国玄幻小说位居俄罗斯畅销书榜首。据Eksmo-AST出版集团报道，中国作家墨香铜臭的小说《天佑》（俄语翻译问题，其实就是天官赐福）成为今年的畅销书。。该小说的前三部分已连续第二年跻身俄罗斯联邦小说销量榜首，受欢迎程度超过了JK罗琳的《哈利·波特》
1694872222# #唐湘龙：马斯克说得没错，台湾是中国的一部分，世界上只有一个中国。
1694927364# #摩洛哥毁灭性地震后的一个真正的奇迹。。救援人员在一栋建筑的废墟下发现了一名脐带未剪断的新生女婴儿还活着。
1696580168# #台湾省队输了就是惜败
1697545378# #比利时首都布鲁塞尔发生恐怖袭击，一名自称效忠ISIS的枪手在布鲁塞尔市中心开枪，打死2名瑞典人，多人受伤。。凶手在网上发布视频，自己属于伊斯兰国。他此举据称是为了“报复美国房东26刀杀死6岁巴勒斯坦男孩”
1702391183# #郭正亮：美国如果真的敢介入台湾大陆就会直接攻击美国本土台湾
1694179664# #男子自带音响播放“收款到账”声音迷惑店家，为了解店家收款语音先买了个打火机，然后买了960元商品假装扫码
1697201203# #由于多名巴勒斯坦儿童在轰炸中丧生，美国国务院发言人马修·米勒在记者会上惨遭记者围攻。面对记者提出的“杀害儿童是否合理”的问题，米勒闪烁其词，顾左右而言他，始终没有正面回答。。视频显示，米勒表示，记者的提问没有基于事实，以色列也有好几百平民丧生，以色列的民众还被抓去做人质，难道以色列
1696399853# #据福克斯的西恩-汉尼提报道，国会中一些与特朗普接触或关系密切的消息人士已经开始为他担任众议院议长做准备了！
1699590335# #佛罗里达州博卡拉顿，以色列和巴勒斯坦的支持者当街对峙。
1694832986# #中国新任驻阿富汗大使上任，塔利班举行欢迎仪式。
1703691894# #这算魔法攻击还是物理攻击？
1701793272# #美舰擅闯南沙仁爱礁附近海域郭正亮：有本事来比肌肉试试看台湾
1694525149# #周玉琴拿到2支Mate60Pro，谢寒冰现场抢拍！郭正亮喊开箱台湾
1696852531# #哥伦比亚波哥大的以色列大使馆遭遇涂鸦。
1693635578# #三立又在造谣了。大陆人没你们绿蛙那么贱
1697368348# #苏格兰格拉斯哥上万人集会声援巴勒斯坦。
1697193535# #加沙地带废墟下的生命，孩子被母亲的身体保护着。以色列巴勒斯坦冲突
1694697276# #伦敦化妆品店事件或引发黑人与亚裔种族危机。一家化妆品店的亚裔男子掐一名黑人妇女的视频传播，激怒了英国黑人，并引发示威活动，要求逮捕他并关闭商店。位于佩克汉姆街区的商店老板试图阻止该女子离开商店，认为她偷化妆品从纠纷升级为拳脚相加，该男子用手掐住了女子的脖子这激怒了黑人。
1697462653# #10月15日，江苏常州。一女司机倒车时让自己12岁的女儿帮着看路，自己却挂错档油门当刹车，将女儿压倒在车轮下。消防赶到后将小女孩救出，所幸没有大碍。来源：澎湃新闻
1696428181# #民进党创党元老林正杰：这次让赖清德当选，台湾就会有战争！
1703777394# #台媒：近日，一名中国大陆歌迷在小红书上发文表示，Coldplay在阿根廷站上，用英文字母A～Z的每一个代表国家表达祝福，却落下了中国大陆和俄罗斯，甚至还个别提到台湾和香港。
1693728249# #BBC:西方品牌因俄乌冲突退出，中国汽车占据俄罗斯半壁江山。
1697550432# #外卖员＂抢单外挂＂？
1694522736# #女子买高铁二等座嫌冷大闹要毛毯：我是癌症病人，不给我就投诉！
1694435648# #台湾省最新民调：侯友谊支持度29.5%，逼近赖清德。
1695659561# #泰国总理亲自迎接赴泰中国游客在泰国政府日前宣布对中国游客实施为期五个月的免签政策后，首批中国游客于9月25日免签政策生效第一天抵达泰国。泰国总理赛塔率领多名官员到机场对中国游客表示欢迎。为促进旅游业，泰国政府对中国游客实施阶段性免签政策，该政策将持续到2023年2月29日。
1697194579# #真主党频道威胁要击沉美国在东地中海的航空母舰，因为一旦战争全面爆发，美国海军舰艇将为以色列提供支援。
1701272550# #台湾民众党2024年大选副领导人候选人吴欣盈。记者："你会公布你放弃美国国籍的证明吗？"。吴："这是我和美国政府之间的事"。。来源：台媒
1703335191# #台版消失的她
1695965935# #台湾省中秋节枪击案
1696849757# #台湾省的卫星在法属圭亚那发射成功
1693932073# #印度政府正试图在“20国集团”峰会开始前隐藏贫民窟，以改善城市面貌。
1695542815# #美国最大的药品零售商店，为了防止零元购，给商品上锁。
1697455576# #BBC的记者在加沙直播时谈到违禁武器白磷弹时，直播被BBC掐断
1696774298# #三上悠亚到台湾省棒球赛开球
1696864247# #台湾省亚运代表团回台，2台F-16伴飞。
1693845995# #台湾移民潮爆发，原因是不满兵役延长一年两岸关系紧张。
1697546314# #四川又一恶犬追咬2名幼童10月17日上午，四川乐山夹江县有网友发布视频称，一小区门口有未栓绳的狗突然蹿出，袭击路过的两个小孩及其他路人。
1696782570# #以色列驻台北办事处感谢蔡英文对以色列的支持，并称其为“总桶”
1697721124# #美国哥伦比亚广播公司（CBS）当地时间17日报道称，美国国防部“解密”了视频与图片。CBS报道提到，美国防部发布的其中一段视频显示，今年7月，一架解放军战机在东海上空拦截美机时打出了8枚红外干扰弹。美方宣称，当时中美军机相距约900英尺（约274米）。从美方发布的视频画面来看，这架发射红外干扰弹
1703774522# #公主请吹气。。。衰
1697794750# #以色列驻巴林大使馆遭遇燃烧瓶袭击
1703607050# #啥意思不要美国“帮忙”了？
1697270835# #香港顶流姜涛出演的电影《我的天堂城市》，台湾票房148万台币。
1703320817# #斯洛伐克总理菲佐表示，世界上所有的武器都无法帮助乌克兰在军事上打败俄罗斯。
1697360351# #联合国秘书长古特雷斯：即使是战争也有规则。国际人道主义法和人权法必须得到尊重和维护，平民必须受到保护，也绝不能被用作盾牌。以色列必须立即释放加沙的所有人质。
1700990802# #美菲南海联合巡逻，台退将：菲律宾就是“狗假虎威”台湾南部战区回应美菲位南海联合巡航
1702285143# #华为宣布明年将推颠覆性产品董志森：华为代表了中国的民族精神台湾余承东称华为明年将推出颠覆性产品
1698071950# #记者莫塔兹·阿扎伊萨记录了加沙城市扎赫拉的破坏程度，该市已被以色列空袭彻底摧毁。巴以冲突
1703156853# #美国纽约专门设计的街头休息用的椅子，这样的设计是担心流浪汉睡在上面不安全，容易着凉二哈
1695984902# #华尔街日报：《华尔街日报》所做的测试以及中国、美国和加拿大买家在社交媒体上发布的帖子，苹果公司定价最高的新款iPhone在某些情况下会发热，温度高到有时难以触碰。
1703947287# #台湾的警告标志
1694181389# #香港暴雨中被救出的女士显得十分高兴
1700911387# #台媒：美军称中国的空警500强大到“令人讨厌”台湾
1695830330# #老人强行要求小学生给自己让座，被旁边陌生大哥怒怼
1694960459# #芝加哥街头
1694521002# #巴拿马-墨西哥边境去美国的走线大军！
1699460453# #以色列军人占领耶路撒冷舒法特难民营时，对女学生进行全身搜查。巴以冲突
1701852598# #台媒体人介文汲：欧盟想“制裁”大陆电动车到头来吃亏的是自己台湾
1696680682# #哈马斯使用无人机向以色列军队投放炸弹，视频显示一枚炸弹落在以色列国防军的医疗车上。数名士兵受伤。
1694003875# #台湾省队0:3国家队
1697206014# #国际人权组织证实以色列军队于10月10日至11日在加沙和黎巴嫩使用了白磷弹
1694940580# #王鸿薇：国际社会是很现实的，台湾不应该过度依赖美国
1703253583# #菲律宾首富要求政府给南海争端降温。美国航母都走了，还折腾个什么劲儿啊。
1695197343# #墨西哥医生已完成对所谓“非人类”外星人遗骸的检测
1693921252# #香港人爆台湾人缺点（很假、死不认错、不可以接受批评），称来旅游可以，别在这定居。
1695652066# #允悲
1695189317# #分享图片
1695386595# #忘了改产地？
1703951886# #巴勒斯坦男子将儿子的尸体放进自行车后备箱，独自去埋葬他
1694093263# #蓝波万日常。台湾人全球第二“漂亮”
1696521395# #爸爸发现初二的儿子在吸疑似果味电子烟，询问哪里来的，儿子回答说是学校小卖部买的，吸了有飘飘欲仙的感觉！
1701435118# #印教授称再不努力印度就要被中国赶上了，介文汲：印度人生活在幻想里面台湾
1695831041# #飞行数据网最新消息，叙利亚总统巴沙尔夫妇回国乘坐的飞机由国航CA67航班执飞，于北京时间27日00:18从首都国际机场起飞。为了确保安全，此次返程飞行采用了与来程相同的航线，并在途中额外绕飞1000多公里。经过近12个小时的飞行后，飞机已于北京时间27日13:08顺利降落在大马士革机场。
1697630054# #一个父亲领着两个塑料袋，其中一个能够明显看出支棱出来一支手臂，他哭着说，里面是他的儿子，不知路人还是相识的人，听后拥抱了他。加沙地带一医院遭袭数百人死亡
1703925668# #这次变吃不起牛肉面了二哈
1697035735# #在新加坡对护士爆粗口被调查一起在新加坡发生的事件引发了关注，中国籍女子在召唤代驾回家的路上遭受车祸，代驾不熟悉车况导致她受伤倒地。在前往医院的途中，代驾离开了现场，而受伤的女子在医院内怒气冲冲地对护士爆粗口。这一行为随即引起护士的不满，护士立即报警，导致该女子接受警方调查。。根
1701345647# #郭正亮：大陆电动车不仅产量大，而且样式太多了台湾
1694590667# #美国罗得岛州警察可不会惯着你
1703921048# #台湾最美的风景是“骗人”
1694853407# #托卡耶夫总统用流利的汉语讲述自己学习普通话的经历
1698076918# #巴勒斯坦医护人员拿着被以色列空袭“斩首”的婴儿。太惨了
1696416847# #10月4日，浙江杭州。亚运会卡巴迪比赛中国台北队31:18大胜孟加拉国队，队员抱头哭成一团：在外国比赛没人为我们欢呼，杭州观众席全是自己人在为我们加油
1695538106# #纽约市将推出"机械战警"在地铁站巡逻。
1697462464# #加沙民防2个指挥部遭到轰炸，民防工作人员5人死亡，多人受伤。。根据幸存者的证词，加沙民防工作人员正准备出发前往被以色列战机轰炸的地区执行救援行动时，他们的总部遭到以色列的轰炸。以色列巴勒斯坦冲突
1694586671# #利比亚东部洪灾遇难者已超5000人利比亚德尔纳洪灾遇难者尸体被洪水冲到海里
1694449241# #湾湾女警嗲音叫男子为帅哥回头，他以为被搭讪，结果被捕了！允悲台湾
1695737376# #9月26日湖南，女子自称不给男子加微信，竟然被殴打，目前，事情正在进一步调查中。（来源：大象直播间）
1697882874# #英国警方仅仅因为一名该国公民携带巴勒斯坦国旗就逮捕了他。这种事发生在一个声称言论自由的国家
1702554572# #新疆能养海鲜超出台湾人想象台主播：真的好想去新疆看看台湾
1697902720# #家长吐槽中学就餐时间仅20分钟，下课后学生们狂奔去食堂，“孩子吃不饱，有时还吃不到饭”
1694773276# #今天刚刚抵达北京的柬埔寨首相洪马奈携夫人前往北京东交民巷15号的柬埔寨王室官邸觐见西哈莫尼国王和莫尼列王太后。
1703844310# #民进党提名的不分区“立委”，靠背哥王义川允悲
1699591105# #以色列对加沙医院附近进行大规模空袭巴以冲突
1697556907# #四川恶犬撕咬女童事件后，女子发布自家孩子两个月前被邻居家狗扑咬的视频“主人说不咬人自己也没防备”女童躺妈妈怀里被突然窜出大狗咬伤
1697881666# #好莱坞版《你好，李焕英》来了。《综艺》独家报导：索尼影业拿下翻拍权，宣布把2021年国产喜剧片《你好，李焕英》拍成一部英语版。
1697715768# #德国警察使用高压水枪驱散柏林支持巴勒斯坦的集会
1694778811# #蔡英文参观2023年台北国际航天工业展
1694779611# #美国200多年积累的各种伎俩，到了中国身上就啥都不好使了，现在只能坐地耍赖。
1696951227# #这都几点了，你们志玲姐姐早休息了笑cry
1695978848# #台媒报道称今天扣押一艘大陆渔船吐
1695741574# #乌克兰声称已死于导弹袭击塞瓦斯托波尔事件中的俄罗斯黑海舰队司令员，出席了今天的俄罗斯国防部委员会议。乌称俄黑海舰队司令遭袭击身亡
1697732859# #普京：世界上只有一个中国，台湾是中国领土不可分割的一部分，俄方坚定奉行一个中国政策，坚定支持中国维护国家主权和领土完整。台湾省外事部门生气气。。。
1703767044# #猪油时报：外资大买台湾股票
1696852345# #王鸿薇：从麦卡锡下台看美国政治，众多奇幻事件是否预示着西方式民主进入到一个瓶颈期
1701089738# #美国在中国家门口挑事！雷倩：水面.水下.岸基导弹美“赢面小”台湾
1696303107# #昨日8架解放军飞机和4艘解放军舰艇台湾省周边巡航
1698069756# #台湾省高速路游览车超速4死22伤
1697638000# #巴基斯坦议员呼吁对以色列进行核打击。巴基斯坦议员萨尔瓦特·法蒂玛发表以下声明：“巴基斯坦的核武器不是摆设，我要求政府使用我们的核导弹作为威慑，并警告以色列人，如果他们不停止轰炸加沙地带，他们将从地球上消失。”
1695659134# #女孩跑去与国旗合影被挡，。原来闯入镜头的他们才是主角。。致敬所有劳动者。
1703949284# #哪壶不开提哪壶。蔡英文没结婚没子孙。你们说她债留子孙。这不是揭人家的短吗？
1700880814# #印度吹嘘中国航母落后自己数十年.帅化民：谁跟你比？羞死了台湾
1700833263# #台退将帅化民：印度航母没战机、坦克爬不上坡还叫嚣与大陆对抗台湾
1697191484# #民进党愚民政策教育下的孩子，跟井底之蛙一个样子！台湾
1694617555# #甩几条街了，能告诉我是什么街不？扑街？
1696432261# #呆弯风景线一道一道的
1694582528# #天下杂志：今年上半年，台湾省的出口表现是亚洲最差的！
1702380829# #台大教授批评杨丞琳：河南人把你当同胞看你却开这样的玩笑台湾杨丞琳为郑州演唱会言论道歉多部门回应杨丞琳说河南人爱骗人杨丞琳这种玩笑话还是不开为好
1697455428# #以色列正在加沙不同地区进行袭击。
1698078790# #西方从乌克兰向中东再出口武器的其他证据已经出现：以色列消息人士展示了在加沙地带缴获的AT-4和NLAW榴弹发射器。他们如何从乌克兰到达巴勒斯坦的问题目前正在研究中。
1696763668# #猪油时报没有进入亚运会闭幕式，生气气
1703425686# #台媒:中国大陆已经“没钱了”，只能穿军大衣花棉袄。二哈
1695535531# #2023年国家地理杂志台湾摄影大赛结果揭晓，第一名：荒废的太阳能板。
1693820195# #国民党召开记者会，质疑民进党给进口鸡蛋一颗补贴高达32块，是给相关公司谋取利益。台湾
1694878262# #公交车上男孩与老人起冲突，男孩骂老人“傻X”随后打了起来。
1703608365# #乌克兰空军于当地时间26日宣布在克里米亚地区摧毁了俄罗斯大型登陆舰“新切尔卡斯克”号。
1697802354# #以色列方面声称哈马斯人员向许多试图穿过田野逃跑的平民开枪。巴以冲突
1694595535# #台湾男子一边开车一边看书
1695742271# #台湾媒体介绍大陆手机的时候，华为、VIVO的名字都不能说了，称“陆牌”
1697628836# #美国发布红色四级警告：”不要去黎巴嫩！“。与此同时美国撤离大使馆非必要工作人员和使馆家属
1694843911# #最好笑的是某省公投吃美国莱猪,简直是世界奇观！
1693989647# #广东一女子醉驾抽血检测，其丈夫凌晨潜入医院稀释样本，双双受罚
1697719633# #以色列战时内阁和国防部长在讨论作战计划。
1697341336# #阿尔及利亚人集会呼吁对以色列发动“圣战”。
1697646276# #哈哈哈，陈时中嘲讽国民党当初被从大陆打到台湾来。
1694523060# #台湾省90岁老人卖花养家，家里还有93岁老伴，称不赚钱就没有饭吃。
1693708281# #台媒：林志玲温柔的笑脸，是世界第一。
1697457110# #台军志愿兵不够，义务兵要当主力了。。。
1697803840# #看看台湾的科技与狠活
1703766971# #韩媒《中央日报》发布了其与大韩商工会议所，对韩国、美国、中国、日本、欧盟等世界五大知识产权局（IP5）申请的半导体专利的分析结果，发现在过去20年里，中国申请的半导体专利在IP5中所占份额从2003年的14%猛增至2022年的71.7%。
1697357953# #一名巴勒斯坦父亲向在加沙地带的以色列空袭中丧生的唯一儿子告别。以色列轰炸后的加沙尸横遍野
1697979099# #青岛啤酒的事被韩国媒体报道了，根据韩国最大零售商乐天百货公布的统计结果,中国青岛啤酒销量超过百威,成为韩国市场上最畅销的进口啤酒。
1701347202# #日车企称自己卖的是“幸福感”，郭正亮：实际是技术赶不上中国台湾
1701099998# #福建舰航母测试电磁弹射，台名嘴：大陆航母技术后发先至台湾
1696849347# #在美国、德国、乌克兰、比利时、保加利亚等世界各国，行政大楼都被以色列国旗照亮，以示支持。
1696779163# #以色列重型军事装备正驶向黎巴嫩边境
1699603803# #安纳西尔儿童医院因以色列占领加沙而遭到炮弹袭击而受损。
1702825851# #台前舰长：南海是祖先留下的领土，一寸都不能让。台湾
1703593693# #郭正亮：中国前三大就世界第一了未来大陆工业产能将占世界50%台湾
1697857679# #悉尼举行示威活动，声援加沙并反对以色列。
1703840153# #衰黎少康你选得上么？还任内。。。
1697349135# #瑞典斯德哥尔摩声援巴勒斯坦。
1694010905# #为了迎接G20，印度给贫民窟围上幕布进行遮挡。
1703956271# #伦敦街头爆发混乱，人群挥舞棍棒与警察对峙
1703607288# #衰
1697722381# #新手上路
1693925772# #台湾省卷心菜涨到400（91人民币）台币一颗
1703911184# #赵少康：民进党狗改不了吃屎，老狗玩不出新花样台湾。来源台媒
1703606798# #【贵阳女子穿和服现身闹市遭大妈指责随后两人一起脱掉衣服】12月25日，贵州贵阳，一女子穿和服遭到多名围观群众谴责，一位大妈强烈要求女子脱掉和服，两人争执不断。网传视频中显示，女子称：你脱我也脱。大妈表示：你脱我就脱。最终，女子脱掉和服，大妈也将自己的外裤脱掉。
1697345065# #加沙西法医院的平民的遗体巴以冲突不断升级面临失控风险
1697346248# #网友爆料：2023年10月14日山东省临沂市，孩子自己在家爬出来了，空调安装师傅在附近吃饭，第一时间去救人，救人以后走了，饭店给免了餐费
1696945411# #日媒报道仅学了两个月时间就能说一口流利中文的日本天才少女
1697808918# #在大葱涨价之前，尽全力把大葱囤积充足二哈
1697468065# #14日，无锡一特斯拉车主在上高速时插队未果，上高速后对阻拦他的车辆多次逼停。目前涉事特斯拉车主已被刑拘，
1697886032# #台湾省米其林餐厅8600台币的双人餐，被网民吐槽分量实在太少，而且如果迟到还会被取消订位，没收7600台币订金。
1701587657# #CNN称印度双航母超越中国，蔡正元：大陆随便哪艘都比印度强台湾
1696770396# #以色列战机袭击了加沙地带的一座清真寺….
1694965118# #通稿来了
1697949259# #小瓦廷是唯一的幸存者，她的母亲和另外六人在加沙城南部汗尤尼斯以色列空袭中丧生。巴以冲突超5800人死亡
1694880138# #香港警察学院今天（16日）举行结业会操，中央政府驻港联络办主任郑雁雄在典礼中担任检阅官，检阅毕业的见习督察和学警。。港媒报道称，这是首次由香港中联办主任为警察结业会操担任检阅官。
1702294590# #台主播：台湾新课纲删掉岳阳楼记等经典古文我们的下一代念什么台湾新课纲删掉岳阳楼记等经典古文
1697304826# #印度：人们走上街头支持以色列。巴以冲突
1702805379# #榨菜哥：瑞银和日本拆解海豹后，感叹无法跟比亚迪竞争台湾
1697796365# #西安科技大学回应学生骑车逆行被保安拳打脚踢10月19日，陕西西安，网曝西安科技大学学生因为骑车问题，被保安拦住后发生冲突。。视频中，男生和保安发生口角，双方发生了推搡，周围多名学生劝阻。。对此，西安科技大学保卫处工作人员表示，警方已经介入，目前学校也组织了各个部门在处理，也陪学生去医
1697630637# #各地都在抓流浪狗
1696583365# #中国台北上半场领先就开始吹了
1697880636# #近日，广东省茂名市频降大雨，当地居民请吊车将爱车吊到楼顶防止泡水。
1694430778# #美国演员伍迪·哈尔森谈到俄乌冲突时说:我认为，一个超级大国入侵另一个国家是可耻的，比如伊拉克，呃对不起～阿富汗、呃对不起～越南、呃对不起～韩国。
1697540024# #以色列驻联合国大使：。哈马斯的意识形态与纳粹的意识形态是一样的。目标是毁灭以色列和犹太人民。。哈马斯并不渴望解放任何东西，以色列18年前就从加沙撤军。他们想消灭我们，所以我们必须先消灭他。这正是我们所做的。为了我们和我们孩子的未来。巴以冲突
1703774159# #泽连斯基首次在12月25日给乌克兰人送圣诞祝福。。这片土地有史以来的圣诞节都是1月7日。。泽连斯基在圣诞致辞中表示，所有乌克兰人如今团结一致。“我们一起庆祝圣诞节。在同一天，作为一个大家庭，作为一个民族，作为一个团结的国家。”泽连斯基称。。俄乌冲突以来，乌克兰采取一系列举措加快“去俄化”
1695127545# #原文：父亲打电话报警，一名男子对他11岁的女儿进行性侵。6小时后警察出现并威胁要逮捕11岁的女孩。这不是一个孤立的事件。几年前，北卡罗来纳州也发生过类似的事，当地检察官花了一年多的时间才撤销对孩子的指控，还是在当地媒体介入之后才撤销的。这就2023的美国警察
1696938085# #10月10日，四川自贡多名居民家监控拍下一男子入室盗窃引关注。据消息，9日晚，警方抓获入室盗窃嫌疑人牟某某。经审讯，牟某某对10月7日、9日在贡井某小区实施入室盗窃的犯罪事实供认不讳。。两个视频都是进门第一件事就是去拿刀，有人就干事，没人就悄悄偷，三天来光顾两次！
1697877969# #巴勒斯坦小女孩在轰炸中失去了自己母亲，她哭着去医院找自己妈妈.找了半天也没找到！巴以冲突
1694871606# #即去年请日本女子高中吹奏团体后，今年台湾省辛亥革命纪念日，又请来日本吹奏团体。
1695132226# #台湾省最近就一个新闻：鸡蛋
1695644732# #乌克兰花样滑冰运动员拒绝与获胜的俄罗斯运动员拥抱
1694853987# #一杯敬过往，一杯敬明天。
1696056990# #昨日21架解放军飞机和5艘解放军舰艇台湾省周边巡航
1697116727# #美国国务卿抵达特拉维夫。布林肯将与以色列政府代表会面，并访问约旦河西岸，并与巴勒斯坦民族权力机构主席阿巴斯举行会谈。
1697299283# #周六，哈马斯试图从海上进入以色列，以色列海军摧毁了哈马斯的一艘船，然后向跳入水中的哈马斯士兵射击。巴以冲突
1703418329# #民进党民代不满国民党跳科目三，称：帮对岸舞统二哈
1703926939# #民进党开始在台湾各地张贴“包租侯”广告牌
1694428055# #美军大兵又在琉球国酒驾了。
1702032901# #中国大陆制定通讯行业新规则台专家：美国也知道堵不了多久了台湾
1695026834# #大量俄士兵横尸战场，乌无人机挨个投弹清除残余伤兵
1697462977# #以色列国防军发布了以色列空袭加沙地带的视频巴以冲突
1703838659# #马斯克最近这么迷恋日本？
1693923758# #罗马天主教教宗方济各4日从蒙古返回梵蒂冈途中对媒体谈到梵蒂冈与中国的关系说，要继续推动双方的关系和相互理解，尊重中国的文化和价值。
1694444680# #德国汽车专家：中国就是未来，我们要向中国学习技术。比亚迪
